GlobalId,Name,Entity,ObjectType,Length [m],Length Source,Largest Surface Area [m^2],Area Source,Volume [m^3],Volume Source
0VdHPsho55ABxgn0nxYcAX,Holz Träger - rechteckig:Alu Eurotec 40 x 60:7548078,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,5.6,(P1) IFC Quantities,0.336,(P2) Bounding Box Surface,0.0134,(P1) IFC Quantities
0VdHPsho55ABxgn0nxYcB1,Holz Träger - rechteckig:Alu Eurotec 40 x 60:7548110,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,4.51,(P1) IFC Quantities,0.2706,(P2) Bounding Box Surface,0.0108,(P1) IFC Quantities
0VdHPsho55ABxgn0nxYcBZ,Holz Träger - rechteckig:Alu Eurotec 40 x 60:7548140,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,3.618,(P1) IFC Quantities,0.2004,(P2) Bounding Box Surface,0.008,(P1) IFC Quantities
0VdHPsho55ABxgn0nxYc1A,Holz Träger - rechteckig:Alu Eurotec 40 x 60:7548485,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,2.05,(P1) IFC Quantities,0.1254,(P2) Bounding Box Surface,0.005,(P1) IFC Quantities
0VdHPsho55ABxgn0nxYc2V,Holz Träger - rechteckig:Alu Eurotec 40 x 60:7548560,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,6.54,(P1) IFC Quantities,0.39,(P2) Bounding Box Surface,0.0156,(P1) IFC Quantities
0VdHPsho55ABxgn0nxYc3A,Holz Träger - rechteckig:Alu Eurotec 40 x 60:7548613,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,1.21,(P1) IFC Quantities,0.0726,(P2) Bounding Box Surface,0.0029,(P1) IFC Quantities
0VdHPsho55ABxgn0nxYd_W,Holz Träger - rechteckig:Alu Eurotec 40 x 60:7549359,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,3.85,(P1) IFC Quantities,0.231,(P2) Bounding Box Surface,0.0092,(P1) IFC Quantities
0VdHPsho55ABxgn0nxYdm7,Holz Träger - rechteckig:Alu Eurotec 40 x 60:7549448,IfcBeam,Holz Träger - rechteckig:Alu Eurotec 40 x 60,3.85,(P1) IFC Quantities,0.231,(P2) Bounding Box Surface,0.0092,(P1) IFC Quantities
3HKetHYej9GOHxhgMpfwGS,Holz Träger - rechteckig:Holz 60 x 200:6746028,IfcBeam,Holz Träger - rechteckig:Holz 60 x 200,1.438,(P1) IFC Quantities,0.3168,(P2) Bounding Box Surface,0.019,(P1) IFC Quantities
1cpNzeacL8ue6bEhYQ5bSX,Holz Träger - rechteckig:Holz 60 x 200:6978447,IfcBeam,Holz Träger - rechteckig:Holz 60 x 200,2.92,(P1) IFC Quantities,0.6424,(P2) Bounding Box Surface,0.0385,(P1) IFC Quantities
1Et2c94TXFAwSKPeylnBiH,Montageraum Elektro:Montageraum Elektro:6274127,IfcBuildingElementProxy,Montageraum Elektro:Montageraum Elektro,2.33,(P2) Bounding Box Length,0.9087,(P2) Bounding Box Surface,0.1805,(P2) COMPAS Brep
1Et2c94TXFAwSKPeylnBlG,Montageraum Elektro1:Montageraum Elektro:6274190,IfcBuildingElementProxy,Montageraum Elektro1:Montageraum Elektro,2.33,(P2) Bounding Box Length,0.9087,(P2) Bounding Box Surface,0.1805,(P2) COMPAS Brep
0wgKwNyzX5jP9SeY3iAXTT,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:1756080,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.475,(P1) IFC Quantities,0.0624,(P2) Bounding Box Surface,0.0037,(P1) IFC Quantities
0wgKwNyzX5jP9SeY3iAXTU,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:1756083,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.475,(P1) IFC Quantities,0.0624,(P2) Bounding Box Surface,0.0037,(P1) IFC Quantities
0wgKwNyzX5jP9SeY3iAXTO,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:1756085,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.475,(P1) IFC Quantities,0.0624,(P2) Bounding Box Surface,0.0037,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO88,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:2668313,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.5102,(P1) IFC Quantities,0.0663,(P2) Bounding Box Surface,0.004,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO8B,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:2668314,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.5102,(P1) IFC Quantities,0.0663,(P2) Bounding Box Surface,0.004,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAa,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:2668469,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0663,(P2) Bounding Box Surface,0.004,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAd,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:2668470,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0663,(P2) Bounding Box Surface,0.004,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAc,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:2668471,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0663,(P2) Bounding Box Surface,0.004,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqh,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:2668602,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.2098,(P1) IFC Quantities,0.0273,(P2) Bounding Box Surface,0.0016,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqg,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:2668603,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.2098,(P1) IFC Quantities,0.0273,(P2) Bounding Box Surface,0.0016,(P1) IFC Quantities
2ZEaEnoy55huXLi0LJCbKU,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:3722136,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.2098,(P1) IFC Quantities,0.0273,(P2) Bounding Box Surface,0.0016,(P1) IFC Quantities
0IQ9wKGwX8dxmubqDGDmbZ,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:4327093,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.245,(P1) IFC Quantities,0.0312,(P2) Bounding Box Surface,0.0019,(P1) IFC Quantities
0IQ9wKGwX8dxmubqDGDmbj,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:4327099,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.245,(P1) IFC Quantities,0.0312,(P2) Bounding Box Surface,0.0019,(P1) IFC Quantities
3oUOXVDyf9Re7TETQki1gv,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:5534208,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.245,(P1) IFC Quantities,0.0325,(P2) Bounding Box Surface,0.0019,(P1) IFC Quantities
3oUOXVDyf9Re7TETQki1gz,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten:5534212,IfcMember,Pfosten rechteckig:Forster 60 x 130 - Nur Pfosten,0.245,(P1) IFC Quantities,0.0325,(P2) Bounding Box Surface,0.0019,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6B3,Pfosten rechteckig:Forster 60 x 130:1123986,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.8418,(P1) IFC Quantities,0.1848,(P2) Bounding Box Surface,0.0085,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6CO,Pfosten rechteckig:Forster 60 x 130:1124169,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.52,(P1) IFC Quantities,0.1144,(P2) Bounding Box Surface,0.0054,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6C0,Pfosten rechteckig:Forster 60 x 130:1124177,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.23,(P1) IFC Quantities,0.0506,(P2) Bounding Box Surface,0.0024,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6C2,Pfosten rechteckig:Forster 60 x 130:1124179,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.52,(P1) IFC Quantities,0.1144,(P2) Bounding Box Surface,0.0054,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6F$,Pfosten rechteckig:Forster 60 x 130:1124270,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.49,(P1) IFC Quantities,0.1078,(P2) Bounding Box Surface,0.0051,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6FX,Pfosten rechteckig:Forster 60 x 130:1124272,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.23,(P1) IFC Quantities,0.0506,(P2) Bounding Box Surface,0.0024,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6Fc,Pfosten rechteckig:Forster 60 x 130:1124279,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.53,(P1) IFC Quantities,0.3366,(P2) Bounding Box Surface,0.016,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6Fe,Pfosten rechteckig:Forster 60 x 130:1124281,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.49,(P1) IFC Quantities,0.1078,(P2) Bounding Box Surface,0.0051,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z6Fh,Pfosten rechteckig:Forster 60 x 130:1124282,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.49,(P1) IFC Quantities,0.1078,(P2) Bounding Box Surface,0.0051,(P1) IFC Quantities
0MeLU3GPHBbvnUpjYvUYod,Pfosten rechteckig:Forster 60 x 130:1612801,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.24,(P1) IFC Quantities,0.2728,(P2) Bounding Box Surface,0.013,(P1) IFC Quantities
0MeLU3GPHBbvnUpjYvUYoa,Pfosten rechteckig:Forster 60 x 130:1612802,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.24,(P1) IFC Quantities,0.2728,(P2) Bounding Box Surface,0.013,(P1) IFC Quantities
0MeLU3GPHBbvnUpjYvUYob,Pfosten rechteckig:Forster 60 x 130:1612803,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.975,(P1) IFC Quantities,0.2156,(P2) Bounding Box Surface,0.0102,(P1) IFC Quantities
0MeLU3GPHBbvnUpjYvUYoY,Pfosten rechteckig:Forster 60 x 130:1612804,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.2704,(P1) IFC Quantities,0.044,(P2) Bounding Box Surface,0.0021,(P1) IFC Quantities
0MeLU3GPHBbvnUpjYvUYoZ,Pfosten rechteckig:Forster 60 x 130:1612805,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.53,(P1) IFC Quantities,0.3366,(P2) Bounding Box Surface,0.016,(P1) IFC Quantities
0MeLU3GPHBbvnUpjYvUYoW,Pfosten rechteckig:Forster 60 x 130:1612806,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.53,(P1) IFC Quantities,0.3366,(P2) Bounding Box Surface,0.016,(P1) IFC Quantities
0aJnslvJ5EEgla3cHK6uQn,Pfosten rechteckig:Forster 60 x 130:1738960,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.23,(P1) IFC Quantities,0.0506,(P2) Bounding Box Surface,0.0024,(P1) IFC Quantities
0aJnslvJ5EEgla3cHK6uSF,Pfosten rechteckig:Forster 60 x 130:1739118,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.7412,(P1) IFC Quantities,0.1628,(P2) Bounding Box Surface,0.0073,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO8y,Pfosten rechteckig:Forster 60 x 130:2668333,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.8441,(P1) IFC Quantities,0.1848,(P2) Bounding Box Surface,0.0085,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO8_,Pfosten rechteckig:Forster 60 x 130:2668335,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.773,(P1) IFC Quantities,0.154,(P2) Bounding Box Surface,0.0073,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO8f,Pfosten rechteckig:Forster 60 x 130:2668344,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.3,(P1) IFC Quantities,0.066,(P2) Bounding Box Surface,0.0031,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO8h,Pfosten rechteckig:Forster 60 x 130:2668346,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.3,(P1) IFC Quantities,0.066,(P2) Bounding Box Surface,0.0031,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO8g,Pfosten rechteckig:Forster 60 x 130:2668347,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.3,(P1) IFC Quantities,0.066,(P2) Bounding Box Surface,0.0031,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9L,Pfosten rechteckig:Forster 60 x 130:2668356,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.16,(P1) IFC Quantities,0.0352,(P2) Bounding Box Surface,0.0017,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9M,Pfosten rechteckig:Forster 60 x 130:2668359,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.16,(P1) IFC Quantities,0.0352,(P2) Bounding Box Surface,0.0017,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9P,Pfosten rechteckig:Forster 60 x 130:2668360,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.16,(P1) IFC Quantities,0.0352,(P2) Bounding Box Surface,0.0017,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO90,Pfosten rechteckig:Forster 60 x 130:2668369,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.9102,(P1) IFC Quantities,0.2002,(P2) Bounding Box Surface,0.0095,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO92,Pfosten rechteckig:Forster 60 x 130:2668371,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.9102,(P1) IFC Quantities,0.2002,(P2) Bounding Box Surface,0.0095,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO95,Pfosten rechteckig:Forster 60 x 130:2668372,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.9102,(P1) IFC Quantities,0.2002,(P2) Bounding Box Surface,0.0095,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO94,Pfosten rechteckig:Forster 60 x 130:2668373,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.9102,(P1) IFC Quantities,0.2002,(P2) Bounding Box Surface,0.0095,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9E,Pfosten rechteckig:Forster 60 x 130:2668383,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.19,(P1) IFC Quantities,0.0418,(P2) Bounding Box Surface,0.002,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9n,Pfosten rechteckig:Forster 60 x 130:2668384,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.19,(P1) IFC Quantities,0.0418,(P2) Bounding Box Surface,0.002,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9u,Pfosten rechteckig:Forster 60 x 130:2668393,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.447,(P1) IFC Quantities,0.319,(P2) Bounding Box Surface,0.0152,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9_,Pfosten rechteckig:Forster 60 x 130:2668399,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.447,(P1) IFC Quantities,0.319,(P2) Bounding Box Surface,0.0152,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9X,Pfosten rechteckig:Forster 60 x 130:2668400,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.447,(P1) IFC Quantities,0.319,(P2) Bounding Box Surface,0.0152,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAL,Pfosten rechteckig:Forster 60 x 130:2668420,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.47,(P1) IFC Quantities,0.1034,(P2) Bounding Box Surface,0.0049,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAK,Pfosten rechteckig:Forster 60 x 130:2668421,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.47,(P1) IFC Quantities,0.1034,(P2) Bounding Box Surface,0.0049,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAV,Pfosten rechteckig:Forster 60 x 130:2668430,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.45,(P1) IFC Quantities,0.099,(P2) Bounding Box Surface,0.0047,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOA1,Pfosten rechteckig:Forster 60 x 130:2668432,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.45,(P1) IFC Quantities,0.099,(P2) Bounding Box Surface,0.0047,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOA0,Pfosten rechteckig:Forster 60 x 130:2668433,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.45,(P1) IFC Quantities,0.099,(P2) Bounding Box Surface,0.0047,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAA,Pfosten rechteckig:Forster 60 x 130:2668443,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.3483,(P1) IFC Quantities,0.297,(P2) Bounding Box Surface,0.0138,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAD,Pfosten rechteckig:Forster 60 x 130:2668444,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.24,(P1) IFC Quantities,0.2728,(P2) Bounding Box Surface,0.013,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAC,Pfosten rechteckig:Forster 60 x 130:2668445,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.8,(P1) IFC Quantities,0.396,(P2) Bounding Box Surface,0.0189,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAF,Pfosten rechteckig:Forster 60 x 130:2668446,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.8,(P1) IFC Quantities,0.396,(P2) Bounding Box Surface,0.0189,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBH,Pfosten rechteckig:Forster 60 x 130:2668480,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.6039,(P1) IFC Quantities,0.1188,(P2) Bounding Box Surface,0.0056,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBG,Pfosten rechteckig:Forster 60 x 130:2668481,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.8197,(P1) IFC Quantities,0.165,(P2) Bounding Box Surface,0.0078,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBJ,Pfosten rechteckig:Forster 60 x 130:2668482,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.5926,(P1) IFC Quantities,0.1144,(P2) Bounding Box Surface,0.0052,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBQ,Pfosten rechteckig:Forster 60 x 130:2668491,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.215,(P1) IFC Quantities,0.0462,(P2) Bounding Box Surface,0.0023,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBT,Pfosten rechteckig:Forster 60 x 130:2668492,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.215,(P1) IFC Quantities,0.0462,(P2) Bounding Box Surface,0.0023,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBS,Pfosten rechteckig:Forster 60 x 130:2668493,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.215,(P1) IFC Quantities,0.0462,(P2) Bounding Box Surface,0.0023,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBV,Pfosten rechteckig:Forster 60 x 130:2668494,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.215,(P1) IFC Quantities,0.0462,(P2) Bounding Box Surface,0.0023,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOB7,Pfosten rechteckig:Forster 60 x 130:2668502,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.59,(P1) IFC Quantities,0.1298,(P2) Bounding Box Surface,0.0062,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOB6,Pfosten rechteckig:Forster 60 x 130:2668503,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.59,(P1) IFC Quantities,0.1298,(P2) Bounding Box Surface,0.0062,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOB9,Pfosten rechteckig:Forster 60 x 130:2668504,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.59,(P1) IFC Quantities,0.1298,(P2) Bounding Box Surface,0.0062,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOB8,Pfosten rechteckig:Forster 60 x 130:2668505,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.59,(P1) IFC Quantities,0.1298,(P2) Bounding Box Surface,0.0062,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBm,Pfosten rechteckig:Forster 60 x 130:2668513,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.37,(P1) IFC Quantities,0.0814,(P2) Bounding Box Surface,0.0039,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBp,Pfosten rechteckig:Forster 60 x 130:2668514,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.37,(P1) IFC Quantities,0.0814,(P2) Bounding Box Surface,0.0039,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBo,Pfosten rechteckig:Forster 60 x 130:2668515,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.37,(P1) IFC Quantities,0.0814,(P2) Bounding Box Surface,0.0039,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBw,Pfosten rechteckig:Forster 60 x 130:2668523,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.3585,(P1) IFC Quantities,0.2992,(P2) Bounding Box Surface,0.0139,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBz,Pfosten rechteckig:Forster 60 x 130:2668524,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.24,(P1) IFC Quantities,0.2728,(P2) Bounding Box Surface,0.013,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOB$,Pfosten rechteckig:Forster 60 x 130:2668526,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.86,(P1) IFC Quantities,0.4092,(P2) Bounding Box Surface,0.0195,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOB_,Pfosten rechteckig:Forster 60 x 130:2668527,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.86,(P1) IFC Quantities,0.4092,(P2) Bounding Box Surface,0.0195,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBX,Pfosten rechteckig:Forster 60 x 130:2668528,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.86,(P1) IFC Quantities,0.4092,(P2) Bounding Box Surface,0.0195,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBW,Pfosten rechteckig:Forster 60 x 130:2668529,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.24,(P1) IFC Quantities,0.2728,(P2) Bounding Box Surface,0.013,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBZ,Pfosten rechteckig:Forster 60 x 130:2668530,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.404,(P1) IFC Quantities,0.2948,(P2) Bounding Box Surface,0.014,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBh,Pfosten rechteckig:Forster 60 x 130:2668538,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.23,(P1) IFC Quantities,0.0506,(P2) Bounding Box Surface,0.0024,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBg,Pfosten rechteckig:Forster 60 x 130:2668539,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.23,(P1) IFC Quantities,0.0506,(P2) Bounding Box Surface,0.0024,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBj,Pfosten rechteckig:Forster 60 x 130:2668540,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.23,(P1) IFC Quantities,0.0506,(P2) Bounding Box Surface,0.0024,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqK,Pfosten rechteckig:Forster 60 x 130:2668549,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.26,(P1) IFC Quantities,0.0572,(P2) Bounding Box Surface,0.0027,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqN,Pfosten rechteckig:Forster 60 x 130:2668550,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.26,(P1) IFC Quantities,0.0572,(P2) Bounding Box Surface,0.0027,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqM,Pfosten rechteckig:Forster 60 x 130:2668551,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.26,(P1) IFC Quantities,0.0572,(P2) Bounding Box Surface,0.0027,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqP,Pfosten rechteckig:Forster 60 x 130:2668552,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.26,(P1) IFC Quantities,0.0572,(P2) Bounding Box Surface,0.0027,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOq0,Pfosten rechteckig:Forster 60 x 130:2668561,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.14,(P1) IFC Quantities,0.0308,(P2) Bounding Box Surface,0.0015,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOq3,Pfosten rechteckig:Forster 60 x 130:2668562,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.14,(P1) IFC Quantities,0.0308,(P2) Bounding Box Surface,0.0015,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOq2,Pfosten rechteckig:Forster 60 x 130:2668563,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.14,(P1) IFC Quantities,0.0308,(P2) Bounding Box Surface,0.0015,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOq5,Pfosten rechteckig:Forster 60 x 130:2668564,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.14,(P1) IFC Quantities,0.0308,(P2) Bounding Box Surface,0.0015,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqf,Pfosten rechteckig:Forster 60 x 130:2668600,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.2098,(P1) IFC Quantities,0.0462,(P2) Bounding Box Surface,0.0022,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqe,Pfosten rechteckig:Forster 60 x 130:2668601,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.2098,(P1) IFC Quantities,0.0462,(P2) Bounding Box Surface,0.0022,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOr7,Pfosten rechteckig:Forster 60 x 130:2668630,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.4474,(P1) IFC Quantities,0.0836,(P2) Bounding Box Surface,0.0039,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOrA,Pfosten rechteckig:Forster 60 x 130:2668635,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.14,(P1) IFC Quantities,0.0308,(P2) Bounding Box Surface,0.0015,(P1) IFC Quantities
