GlobalId,Name,Entity,ObjectType,Length [m],Length Source,Largest Surface Area [m^2],Area Source,Volume [m^3],Volume Source
07OV_Qt_vCaPpDtuenC0bv,1072_200731_Funicular Floors Vorspannung 3D_kg.3dm:1072_200731_Funicular Floors Vorspannung 3D_kg.3dm:6206686,IfcBuildingElementProxy,1072_200731_Funicular Floors Vorspannung 3D_kg.3dm:1072_200731_Funicular Floors Vorspannung 3D_kg.3dm,15.83,(P2) Bounding Box Length,83.7407,(P2) Bounding Box Surface,0.0122,(P2) COMPAS Brep
3F0C$S43P1ZRg2TjWrCk52,1072_210525_TreppeInnenRevitExport_MK:1072_210525_TreppeInnenRevitExport_MK:7935324,IfcBuildingElementProxy,1072_210525_TreppeInnenRevitExport_MK:1072_210525_TreppeInnenRevitExport_MK,0,Not available,0,Not available,0,Not available
2P1Lw8yun3pBsrFxTc_j0l,1072_210621_HiLo_Aussengeländer West_mk:1072_210621_HiLo_Aussengeländer West_mk:7935201,IfcBuildingElementProxy,1072_210621_HiLo_Aussengeländer West_mk:1072_210621_HiLo_Aussengeländer West_mk,3.15,(P2) Bounding Box Length,3.024,(P2) Bounding Box Surface,0.0091,(P2) COMPAS Brep
2P1Lw8yun3pBsrFxTc_j79,1072_211122_HiLo_TerrasseExportPletscher_MK_001:1072_211122_HiLo_TerrasseExportPletscher_MK_001:7935239,IfcBuildingElementProxy,1072_211122_HiLo_TerrasseExportPletscher_MK_001:1072_211122_HiLo_TerrasseExportPletscher_MK_001,13.23,(P2) Bounding Box Length,166.4334,(P2) Bounding Box Surface,7.54,(P2) COMPAS Brep
0JcKt5yGn6Lx0h6cIR0YC$,181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm:181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm:3205382,IfcRoof,181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm:181012_1072_HiLoextendedshapePanelsWiresOnly_rok_MK.3dm,0.01,(P2) Bounding Box Length,0.0001,(P2) Bounding Box Surface,0,(P2) COMPAS Brep
2yJbbEqSPDc8j9KFU1qo7s,2021-Hilo_ASF_Construction v9_003:2021-Hilo_ASF_Construction v9_003:6549949,IfcBuildingElementProxy,2021-Hilo_ASF_Construction v9_003:2021-Hilo_ASF_Construction v9_003,0,Not available,9.256,(P3) Pset Quantities,0.0561,(P3) Pset Quantities
2oh_llra11RhmuIm1tpMwc,Abdeckblech gerundet-neu:Abdeckblech gerundet-neu:6385866,IfcBuildingElementProxy,Abdeckblech gerundet-neu:Abdeckblech gerundet-neu,16.59,(P2) Bounding Box Length,154.6188,(P2) Bounding Box Surface,-0.4842,(P2) COMPAS Brep
2oh_llra11RhmuIm1tpMzA,Abdeckblech gerundet-neu:Abdeckblech gerundet-neu:6385958,IfcBuildingElementProxy,Abdeckblech gerundet-neu:Abdeckblech gerundet-neu,16.59,(P2) Bounding Box Length,154.6188,(P2) Bounding Box Surface,-0.4842,(P2) COMPAS Brep
3CfkjHPHr7huZjPEhmDFd6,Abzug Sprinkler:Abzug Sprinkler:5700206,IfcBuildingElementProxy,Abzug Sprinkler:Abzug Sprinkler,0.19,(P2) Bounding Box Length,0.0095,(P2) Bounding Box Surface,0.0004,(P2) COMPAS Brep
34GTDrn6T9bPcoCQwImKAw,Anschlussgeometrie_FunicularFloorLueftung:Anschlussgeometrie_FunicularFloorLueftung:6210148,IfcBuildingElementProxy,Anschlussgeometrie_FunicularFloorLueftung:Anschlussgeometrie_FunicularFloorLueftung,2.12,(P2) Bounding Box Length,0.1696,(P2) Bounding Box Surface,0.0016,(P2) COMPAS Brep
0AUqYOipD7ohrIsOnF3NOk,Assembled Stair:Stair:1458173 Landing 1,IfcSlab,Non-Monolithic Landing:Podest - nicht massiv,0.96,(P2) Bounding Box Length,0.2208,(P2) Bounding Box Surface,0.0022,(P1) IFC Quantities
0AUqYOipD7ohrIsOnF3NTs,Assembled Stair:Stair:1458173 Run 1,IfcStairFlight,Non-Monolithic Run:Stahlstufen gefaltet,3.915,(P1) IFC Quantities,4.6944,(P2) Bounding Box Surface,0.0656,(P1) IFC Quantities
3R$9pJGeb6MgJpHJQymJSF,Atikkabrett:Atikkabrett:6717985,IfcSlab,Atikkabrett:Atikkabrett,18.35,(P2) Bounding Box Length,116.706,(P2) Bounding Box Surface,0.1636,(P1) IFC Quantities
3R$9pJGeb6MgJpHJQymSjh,Attika Abdeckung:Attika Abdeckung:6716997,IfcSlab,Attika Abdeckung:Attika Abdeckung,8.83,(P2) Bounding Box Length,34.6136,(P2) Bounding Box Surface,0.0719,(P1) IFC Quantities
1lNlPQ7XT5RQ2wbJSTuGUj,Attikablech Galerie Südost:Attikablech Galerie Südost:6350725,IfcWall,Attikablech Galerie Südost:Attikablech Galerie Südost,5.51,(P2) Bounding Box Length,3.1958,(P2) Bounding Box Surface,0.0049,(P2) COMPAS Brep
1lNlPQ7XT5RQ2wbJSTuGdX,Attikablech Galerie Südwest:Attikablech Galerie Südwest:6351305,IfcWall,Attikablech Galerie Südwest:Attikablech Galerie Südwest,8.85,(P2) Bounding Box Length,35.8425,(P2) Bounding Box Surface,0.0097,(P2) COMPAS Brep
3R$9pJGeb6MgJpHJQymJTA,Attikabrett:Attikabrett:6718052,IfcSlab,Attikabrett:Attikabrett,5.5,(P2) Bounding Box Length,3.3,(P2) Bounding Box Surface,0.0367,(P1) IFC Quantities
1o7gVYtKXE5gHCcVTSsaqP,Basic Wall:3-Schichtplatte 27mm - Schalplatte:3555236,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm - Schalplatte,5.2808,(P1) IFC Quantities,1.9011,(P1) IFC Quantities,0.0513,(P1) IFC Quantities
1o7gVYtKXE5gHCcVTSsZAE,Basic Wall:3-Schichtplatte 27mm - Schalplatte:3555379,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm - Schalplatte,4.4798,(P1) IFC Quantities,1.5683,(P1) IFC Quantities,0.0423,(P1) IFC Quantities
3kZ65XZir1MxLXYO65D8LJ,Basic Wall:3-Schichtplatte 27mm - Schalplatte:3640270,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm - Schalplatte,4.7654,(P1) IFC Quantities,1.6679,(P1) IFC Quantities,0.045,(P1) IFC Quantities
0dFwC_H7r4WAs1WRKz021Y,Basic Wall:3-Schichtplatte 27mm - Schalplatte:3942797,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm - Schalplatte,5.239,(P1) IFC Quantities,1.8336,(P1) IFC Quantities,0.0495,(P1) IFC Quantities
24AMvebKv4cR9Y7kKnkuPN,Basic Wall:3-Schichtplatte 27mm - Schalplatte:3988967,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm - Schalplatte,5.3717,(P1) IFC Quantities,1.9338,(P1) IFC Quantities,0.0522,(P1) IFC Quantities
2e$0sP2jD68fHo9g079JmB,Basic Wall:3-Schichtplatte 27mm - Schalplatte:5043491,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm - Schalplatte,4.1781,(P1) IFC Quantities,1.4623,(P1) IFC Quantities,0.0395,(P1) IFC Quantities
2e$0sP2jD68fHo9g079J8y,Basic Wall:3-Schichtplatte 27mm - Schalplatte:5045012,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm - Schalplatte,3.7071,(P1) IFC Quantities,1.3346,(P1) IFC Quantities,0.036,(P1) IFC Quantities
2e$0sP2jD68fHo9g079JGQ,Basic Wall:3-Schichtplatte 27mm - Schalplatte:5045554,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm - Schalplatte,4.3019,(P1) IFC Quantities,1.5487,(P1) IFC Quantities,0.0418,(P1) IFC Quantities
0oNGpnf3X2FxqkMfl8HFCZ,Basic Wall:3-Schichtplatte 27mm B/C:5306650,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm B/C,1.1101,(P1) IFC Quantities,2.3388,(P1) IFC Quantities,0.063,(P1) IFC Quantities
0oNGpnf3X2FxqkMfl8HFC3,Basic Wall:3-Schichtplatte 27mm B/C:5306682,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm B/C,0.593,(P1) IFC Quantities,1.3651,(P1) IFC Quantities,0.0369,(P1) IFC Quantities
13Z0hA9Cv24gPPh8P3sK6R,Basic Wall:3-Schichtplatte 27mm C+/C:2906770,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm C+/C,3.8219,(P1) IFC Quantities,1.3759,(P1) IFC Quantities,0.0371,(P1) IFC Quantities
2b2$zMtOD2SQL3ltF3MWGZ,Basic Wall:3-Schichtplatte 27mm C+/C:3384320,IfcWall,Basic Wall:3-Schichtplatte 27mm C+/C,11.37,(P2) Bounding Box Length,5.7987,(P2) Bounding Box Surface,0.1405,(P2) COMPAS Brep
3nLM6SA6T0wOmim5qiEjGE,Basic Wall:3-Schichtplatte 27mm C+/C:5328278,IfcWallStandardCase,Basic Wall:3-Schichtplatte 27mm C+/C,3.976,(P1) IFC Quantities,1.4314,(P1) IFC Quantities,0.0386,(P1) IFC Quantities
3T3x1iMGfEbQco2Fea1rRn,Basic Wall:3-Schichtplatte 40mm:3214661,IfcWallStandardCase,Basic Wall:3-Schichtplatte 40mm,0.45,(P1) IFC Quantities,1.1384,(P1) IFC Quantities,0.0455,(P1) IFC Quantities
3T3x1iMGfEbQco2Fea1rOk,Basic Wall:3-Schichtplatte 40mm:3214746,IfcWallStandardCase,Basic Wall:3-Schichtplatte 40mm,0.45,(P1) IFC Quantities,1.145,(P1) IFC Quantities,0.0458,(P1) IFC Quantities
291tSfxvP78A2H_8oVGGZ3,Basic Wall:Blechverkleidung gedämmt:1829613,IfcWallStandardCase,Basic Wall:Blechverkleidung gedämmt,0.098,(P1) IFC Quantities,0.1914,(P1) IFC Quantities,0.01,(P1) IFC Quantities
291tSfxvP78A2H_8oVGGav,Basic Wall:Blechverkleidung gedämmt:1829655,IfcWallStandardCase,Basic Wall:Blechverkleidung gedämmt,0.09,(P1) IFC Quantities,0.1727,(P1) IFC Quantities,0.009,(P1) IFC Quantities
1HCTu1Z9b2wuD$CH5OH3uQ,Basic Wall:Blechverkleidung gedämmt:1830763,IfcWallStandardCase,Basic Wall:Blechverkleidung gedämmt,0.19,(P1) IFC Quantities,0.342,(P1) IFC Quantities,0.0178,(P1) IFC Quantities
1HCTu1Z9b2wuD$CH5OH3xk,Basic Wall:Blechverkleidung gedämmt:1830815,IfcWallStandardCase,Basic Wall:Blechverkleidung gedämmt,0.1165,(P1) IFC Quantities,0.2097,(P1) IFC Quantities,0.0109,(P1) IFC Quantities
1HCTu1Z9b2wuD$CH5OH2F_,Basic Wall:Blechverkleidung gedämmt:1831567,IfcWallStandardCase,Basic Wall:Blechverkleidung gedämmt,0.1088,(P1) IFC Quantities,0.1876,(P1) IFC Quantities,0.0092,(P1) IFC Quantities
1HCTu1Z9b2wuD$CH5OH2Eg,Basic Wall:Blechverkleidung gedämmt:1831643,IfcWallStandardCase,Basic Wall:Blechverkleidung gedämmt,0.0906,(P1) IFC Quantities,0.1561,(P1) IFC Quantities,0.0076,(P1) IFC Quantities
1EtLIM2yvAKfyWWneb$zbX,Basic Wall:Brandschutzplatte 28mm:1935406,IfcWallStandardCase,Basic Wall:Brandschutzplatte 28mm,1.6293,(P1) IFC Quantities,3.0387,(P1) IFC Quantities,0.0849,(P1) IFC Quantities
1EtLIM2yvAKfyWWneb$zXE,Basic Wall:Brandschutzplatte 28mm:1935617,IfcWallStandardCase,Basic Wall:Brandschutzplatte 28mm,1.6293,(P1) IFC Quantities,3.0387,(P1) IFC Quantities,0.0849,(P1) IFC Quantities
29tUMAQ_z7GhznHSZNZQhE,Basic Wall:Brandschutzplatte 28mm:2013783,IfcWallStandardCase,Basic Wall:Brandschutzplatte 28mm,1.74,(P1) IFC Quantities,3.2451,(P1) IFC Quantities,0.0909,(P1) IFC Quantities
3_kqkSEVjFfA5bkOsNwaii,Basic Wall:Brandschutzplatte:5251017,IfcWall,Basic Wall:Brandschutzplatte,4.72,(P2) Bounding Box Length,2.4072,(P2) Bounding Box Surface,0.052,(P2) COMPAS Brep
3D$hiogd117g3okR4n43_p,Basic Wall:Brandschutzplatte:5421172,IfcWallStandardCase,Basic Wall:Brandschutzplatte,3.7,(P1) IFC Quantities,1.8981,(P1) IFC Quantities,0.0531,(P1) IFC Quantities
0P4ZzpAg98fhj_ztVf$AYc,Basic Wall:BSP 140 - 5s:1686981,IfcWall,Basic Wall:BSP 140 - 5s,5.84,(P2) Bounding Box Length,17.4616,(P2) Bounding Box Surface,1.1369,(P2) COMPAS Brep
0P4ZzpAg98fhj_ztVf$AkF,Basic Wall:BSP 140 - 5s:1687276,IfcWall,Basic Wall:BSP 140 - 5s,5.67,(P2) Bounding Box Length,18.3141,(P2) Bounding Box Surface,2.4531,(P2) COMPAS Brep
3ysCFBGJjBhumWvZxTIpVv,Basic Wall:BSP 140 - 5s:1689984,IfcWall,Basic Wall:BSP 140 - 5s,2.73,(P2) Bounding Box Length,4.2315,(P2) Bounding Box Surface,0.4294,(P2) COMPAS Brep
00Kje9Ed98RP0hn0haUYMD,Basic Wall:BSP 140 - 5s:1691966,IfcWall,Basic Wall:BSP 140 - 5s,11.74,(P2) Bounding Box Length,17.1404,(P2) Bounding Box Surface,2.3269,(P2) COMPAS Brep
2XqB1RTAT72giyxccTbhIq,Basic Wall:BSP 140 - 5s:1704117,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,4.9818,(P1) IFC Quantities,7.8613,(P1) IFC Quantities,1.1006,(P1) IFC Quantities
2XqB1RTAT72giyxccTbhMU,Basic Wall:BSP 140 - 5s:1704351,IfcWall,Basic Wall:BSP 140 - 5s,5.28,(P2) Bounding Box Length,14.9424,(P2) Bounding Box Surface,2.0352,(P2) COMPAS Brep
0zt$SrPRX3WeQL9x2ggnJP,Basic Wall:BSP 140 - 5s:1873452,IfcWall,Basic Wall:BSP 140 - 5s,3.25,(P2) Bounding Box Length,2.6975,(P2) Bounding Box Surface,0.3466,(P2) COMPAS Brep
0zt$SrPRX3WeQL9x2ggnHO,Basic Wall:BSP 140 - 5s:1873581,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,0.915,(P1) IFC Quantities,2.8037,(P1) IFC Quantities,0.3925,(P1) IFC Quantities
0zt$SrPRX3WeQL9x2ggnNa,Basic Wall:BSP 140 - 5s:1873681,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,0.7945,(P1) IFC Quantities,2.2387,(P1) IFC Quantities,0.3133,(P1) IFC Quantities
0zt$SrPRX3WeQL9x2ggnMW,Basic Wall:BSP 140 - 5s:1873749,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,0.7945,(P1) IFC Quantities,2.2649,(P1) IFC Quantities,0.3169,(P1) IFC Quantities
0zt$SrPRX3WeQL9x2ggnlG,Basic Wall:BSP 140 - 5s:1874213,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,0.77,(P1) IFC Quantities,2.1443,(P1) IFC Quantities,0.3002,(P1) IFC Quantities
0yeb8XDNb8xvSJ6RHG5EUc,Basic Wall:BSP 140 - 5s:1879906,IfcWall,Basic Wall:BSP 140 - 5s,2.85,(P2) Bounding Box Length,4.275,(P2) Bounding Box Surface,0.5858,(P2) COMPAS Brep
0v$hVlBST22Pf0uO1i2OnS,Basic Wall:BSP 140 - 5s:1884164,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,0.9671,(P1) IFC Quantities,1.2452,(P1) IFC Quantities,0.1743,(P1) IFC Quantities
2tvswbd8fEGAFj_SmbAPiQ,Basic Wall:BSP 140 - 5s:1885655,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,1.486,(P1) IFC Quantities,3.8811,(P1) IFC Quantities,0.5378,(P1) IFC Quantities
2tvswbd8fEGAFj_SmbAPZq,Basic Wall:BSP 140 - 5s:1885753,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,1.74,(P1) IFC Quantities,4.6653,(P1) IFC Quantities,0.6531,(P1) IFC Quantities
1sDIvDXO9CVh35sZH1F80A,Basic Wall:BSP 140 - 5s:1949758,IfcWall,Basic Wall:BSP 140 - 5s,1.71,(P2) Bounding Box Length,1.8981,(P2) Bounding Box Surface,0.198,(P2) COMPAS Brep
0c20X8saTEa9I8bBKFhlc4,Basic Wall:BSP 140 - 5s:1955458,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,0.815,(P1) IFC Quantities,0.8306,(P1) IFC Quantities,0.1163,(P1) IFC Quantities
0c20X8saTEa9I8bBKFhld9,Basic Wall:BSP 140 - 5s:1955535,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,0.915,(P1) IFC Quantities,0.9604,(P1) IFC Quantities,0.1345,(P1) IFC Quantities
29tUMAQ_z7GhznHSZNZQOy,Basic Wall:BSP 140 - 5s:2012837,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,0.7945,(P1) IFC Quantities,1.0313,(P1) IFC Quantities,0.1444,(P1) IFC Quantities
1A$QUGwF13IvfIATJvW0Jx,Basic Wall:BSP 140 - 5s:2279570,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,0.983,(P1) IFC Quantities,1.5905,(P1) IFC Quantities,0.2227,(P1) IFC Quantities
2qBm$Qfmr9T8D3zLx_CDtk,Basic Wall:BSP 140 - 5s:2854498,IfcWall,Basic Wall:BSP 140 - 5s,3.53,(P2) Bounding Box Length,1.6238,(P2) Bounding Box Surface,0.2256,(P2) COMPAS Brep
0MjE27VuHECekTMIzPW7vU,Basic Wall:BSP 140 - 5s:2860829,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,0.7945,(P1) IFC Quantities,1.0313,(P1) IFC Quantities,0.1444,(P1) IFC Quantities
1pIw3dhEn9reZZClw_yhG9,Basic Wall:BSP 140 - 5s:2877792,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,2.05,(P1) IFC Quantities,5.9935,(P1) IFC Quantities,0.839,(P1) IFC Quantities
1uDmcF99L00gLgF$DZmbim,Basic Wall:BSP 140 - 5s:4899177,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,0.2456,(P1) IFC Quantities,0.6851,(P1) IFC Quantities,0.0887,(P1) IFC Quantities
30O7ZYXDv53PrZlUr9xohP,Basic Wall:BSP 140 - 5s:5820356,IfcWallStandardCase,Basic Wall:BSP 140 - 5s,5.125,(P1) IFC Quantities,10.3013,(P1) IFC Quantities,1.4379,(P1) IFC Quantities
2C_CMSPj5D$gZ7NWX6SaTP,Basic Wall:BSP 140 - 5s:725224,IfcWall,Basic Wall:BSP 140 - 5s,11.74,(P2) Bounding Box Length,38.2724,(P2) Bounding Box Surface,4.2559,(P2) COMPAS Brep
0P4ZzpAg98fhj_ztVf$DGQ,Basic Wall:BSP 140 Sichtseite einseitig:1687929,IfcWall,Basic Wall:BSP 140 Sichtseite einseitig,4.33,(P2) Bounding Box Length,12.2106,(P2) Bounding Box Surface,1.6866,(P2) COMPAS Brep
3HFKYThnvBKRkv9hdgbk7q,Basic Wall:BSP 140 Sichtseite einseitig:1697327,IfcWall,Basic Wall:BSP 140 Sichtseite einseitig,2.97,(P2) Bounding Box Length,7.128,(P2) Bounding Box Surface,0.9757,(P2) COMPAS Brep
3IwRtH$2jCTx7IUDzczoax,Basic Wall:BSP 140 Sichtseite einseitig:1744018,IfcWallStandardCase,Basic Wall:BSP 140 Sichtseite einseitig,0.77,(P1) IFC Quantities,2.1625,(P1) IFC Quantities,0.2753,(P1) IFC Quantities
1pIw3dhEn9reZZClw_yhGE,Basic Wall:BSP 140 Sichtseite einseitig:2877799,IfcWall,Basic Wall:BSP 140 Sichtseite einseitig,2.15,(P2) Bounding Box Length,1.29,(P2) Bounding Box Surface,0.1303,(P2) COMPAS Brep
2z2QEYzOb2LAcq26kp3_Es,Basic Wall:BSP 140 Sichtseite einseitig:3258052,IfcWall,Basic Wall:BSP 140 Sichtseite einseitig,2.86,(P2) Bounding Box Length,6.006,(P2) Bounding Box Surface,0.8295,(P2) COMPAS Brep
3HESS5Ki59eOP$3_deQRit,Basic Wall:BSP 140 Sichtseite einseitig:6052190,IfcWall,Basic Wall:BSP 140 Sichtseite einseitig,2.87,(P2) Bounding Box Length,5.3095,(P2) Bounding Box Surface,0.7195,(P2) COMPAS Brep
3HESS5Ki59eOP$3_deQRkE,Basic Wall:BSP 140 Sichtseite einseitig:6052327,IfcWall,Basic Wall:BSP 140 Sichtseite einseitig,2.92,(P2) Bounding Box Length,7.008,(P2) Bounding Box Surface,0.6255,(P2) COMPAS Brep
100RZC9b5Crx3mzeLwzORh,Basic Wall:BSP 140 Sichtseite einseitig:6054989,IfcWall,Basic Wall:BSP 140 Sichtseite einseitig,3.34,(P2) Bounding Box Length,8.3834,(P2) Bounding Box Surface,0.7729,(P2) COMPAS Brep
100RZC9b5Crx3mzeLwzOMS,Basic Wall:BSP 140 Sichtseite einseitig:6055738,IfcWallStandardCase,Basic Wall:BSP 140 Sichtseite einseitig,1.6,(P1) IFC Quantities,5.3438,(P1) IFC Quantities,0.7156,(P1) IFC Quantities
100RZC9b5Crx3mzeLwzOgZ,Basic Wall:BSP 140 Sichtseite einseitig:6055941,IfcWall,Basic Wall:BSP 140 Sichtseite einseitig,2.92,(P2) Bounding Box Length,7.008,(P2) Bounding Box Surface,0.6096,(P2) COMPAS Brep
100RZC9b5Crx3mzeLwzOhe,Basic Wall:BSP 140 Sichtseite einseitig:6056014,IfcWall,Basic Wall:BSP 140 Sichtseite einseitig,2.88,(P2) Bounding Box Length,6.912,(P2) Bounding Box Surface,0.963,(P2) COMPAS Brep
3SPfqFOxXFEh3HmV8sT5jK,Basic Wall:Fensterlaibung 24mm:6644188,IfcWallStandardCase,Basic Wall:Fensterlaibung 24mm,0.22,(P1) IFC Quantities,0.4656,(P1) IFC Quantities,0.0112,(P1) IFC Quantities
3SPfqFOxXFEh3HmV8sT5ZW,Basic Wall:Fensterlaibung 24mm:6644328,IfcWallStandardCase,Basic Wall:Fensterlaibung 24mm,0.22,(P1) IFC Quantities,0.4656,(P1) IFC Quantities,0.0112,(P1) IFC Quantities
0OHMI7Bzz97Ro_l61LTsHE,Basic Wall:Fensterlaibung 40mm:6514187,IfcWallStandardCase,Basic Wall:Fensterlaibung 40mm,0.196,(P1) IFC Quantities,0.4332,(P1) IFC Quantities,0.0173,(P1) IFC Quantities
